filename,intent,confidence,reason
transcript_chat-24b4285f-e09c-4264-bcbf-3972bc26fdca.txt,transfer,1.0,Caller explicitly asks to be connected to an agent.
transcript_chat-2542918b-d2c8-4c28-8f97-b8ac277b179c.txt,booking,0.9,Caller is trying to set up a ride with pickup and dropoff addresses.
transcript_chat-25b3753f-47aa-4ced-8c42-c0422fc8c54f.txt,modification,0.8,Caller wants to confirm and possibly update their existing 3:30 pickup booking.
transcript_chat-27029c66-3bcf-48e4-a3b4-0fbfcd606b60.txt,transfer,0.9,Caller explicitly asks to talk to an agent
transcript_chat-27536825-1cc3-408d-8d61-be900f3c1b93.txt,booking,0.9,Caller wants to book a ride
transcript_chat-27c250d7-1013-4dcf-bee6-bd3b0e1160ae.txt,modification,0.8,Caller inquires about the status of an existing ride.
transcript_chat-27c589df-cc21-4068-842e-f97110846486.txt,modification,0.8,Caller wants to update their existing trip details.
transcript_chat-27cf063a-fe84-4172-a3cd-d3da808c14f2.txt,modification,0.8,Caller wants to change the pickup time of an existing ride.
transcript_chat-28514e8f-0393-43b8-9c49-b6c385d0db24.txt,transfer,0.0,No clear intent expressed by the caller
transcript_chat-287b4261-aa2e-453a-bbeb-f96de9c68ed4.txt,modification,0.8,Caller is inquiring about a discrepancy in their existing ride's arrival time.
transcript_chat-28899bb0-8a6f-4dba-9970-43a429e4eb6d.txt,modification,0.5,Caller was about to inquire about their pickup but the call ended before they could speak.
transcript_chat-28bda849-272d-4ee0-b019-c5a90b44fcb1.txt,transfer,1.0,Caller repeatedly asks to speak with an agent
transcript_chat-29204bc4-a52a-4012-be28-f6cf6fe66040.txt,booking,0.8,The agent mentions a vehicle is on the way.
transcript_chat-2953affe-d294-4bd2-8259-451b889c77a8.txt,modification,0.8,Caller is inquiring about an existing ride and payment options.
transcript_chat-29d843c0-771a-447c-9e53-241a882ac195.txt,booking,0.9,Caller wants to schedule a cab
transcript_chat-29d9440d-41fc-434b-89ee-4b0d825eeb29.txt,modification,0.7,Caller wants to know the status of their existing trip.
transcript_chat-29fb555d-76d9-435b-944a-4507640539a7.txt,transfer,0.8,Caller explicitly asks to speak to a representative
transcript_chat-2a0c3cd2-319c-48e7-af7e-51c457bb3a36.txt,modification,0.8,Caller is having issues with an existing ride and wants assistance.
transcript_chat-2a1e3678-6b66-441a-91be-d17ff1eba9e5.txt,modification,0.9,Caller wants to change the pickup time of an existing ride.
transcript_chat-2a276fb3-c2d0-432b-af71-1b6a54eaf31f.txt,booking,1.0,Caller requested a taxi to take them home.
transcript_chat-2a4cb9e9-4b26-44db-b101-1a4f82c2bcf1.txt,booking,0.9,Caller wants to book a ride and pay with debit card
transcript_chat-2ab33a58-ca3b-436b-b203-2e55cdde585e.txt,booking,1.0,Caller wants to make a new ride reservation.
transcript_chat-2adabf1e-5550-468c-9e41-8e30a4101450.txt,booking,0.9,Caller wants to arrange a pickup.
transcript_chat-2b113946-fab6-4481-b4d2-a6f9d2e2d84b.txt,cancellation,1.0,Caller explicitly requested to cancel their trips.
transcript_chat-2b36901e-d965-4d69-bf05-61770629908f.txt,transfer,1.0,Caller explicitly asks to speak to a live agent.
transcript_chat-2b45a924-7320-4619-a4a3-5d0d394ae5b3.txt,booking,0.9,Caller wants to book a cab ride
transcript_chat-2bd95a96-a975-41a4-8ec5-7a8887766196.txt,modification,0.8,Caller inquires about a cab scheduled after the original time.
transcript_chat-2c295912-b65c-44ab-b9d8-a02e40ceb966.txt,ERROR,0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kkg9dkdkeqgb9da6amkmc7he` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99995, Requested 535. Please try again in 7m37.92s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
transcript_chat-2c4b8cd6-4fd4-4d71-b2b5-c27402e3acff.txt,ERROR,0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kkg9dkdkeqgb9da6amkmc7he` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99995, Requested 399. Please try again in 5m40.416s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
transcript_chat-2d0c263d-8d37-412b-ae61-93b927d95df2.txt,ERROR,0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kkg9dkdkeqgb9da6amkmc7he` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99995, Requested 730. Please try again in 10m26.4s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
transcript_chat-2da6a2ab-8241-4c3e-bdbe-0db980576d1a.txt,ERROR,0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kkg9dkdkeqgb9da6amkmc7he` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99994, Requested 764. Please try again in 10m54.912s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
transcript_chat-2de35321-c05a-4889-84a3-4b0065df1cd9.txt,ERROR,0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kkg9dkdkeqgb9da6amkmc7he` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99994, Requested 544. Please try again in 7m44.832s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
transcript_chat-2e231ad4-ffaf-480b-a7b8-8f7e2654404e.txt,ERROR,0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kkg9dkdkeqgb9da6amkmc7he` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99994, Requested 738. Please try again in 10m32.448s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
transcript_chat-2ec89c73-250c-4827-9c52-ca6c2bf4d233.txt,ERROR,0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kkg9dkdkeqgb9da6amkmc7he` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99993, Requested 578. Please try again in 8m13.344s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
transcript_chat-2f1da5ea-ba47-4733-9497-665eea3831a3.txt,ERROR,0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kkg9dkdkeqgb9da6amkmc7he` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99993, Requested 437. Please try again in 6m11.52s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
transcript_chat-2f20e6d4-94cc-4edd-baaf-cfe080d8c4a2.txt,ERROR,0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kkg9dkdkeqgb9da6amkmc7he` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99993, Requested 396. Please try again in 5m36.096s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
transcript_chat-2f3b32df-f4fb-4b20-9eea-35866b6462fb.txt,ERROR,0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kkg9dkdkeqgb9da6amkmc7he` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99993, Requested 800. Please try again in 11m25.151999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
transcript_chat-2fefc6f7-bb31-4604-9540-611dd1d77bf0.txt,ERROR,0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kkg9dkdkeqgb9da6amkmc7he` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99992, Requested 676. Please try again in 9m37.152s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
transcript_chat-30931b16-9510-4bca-ad4d-e0f39288de17.txt,ERROR,0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kkg9dkdkeqgb9da6amkmc7he` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99992, Requested 398. Please try again in 5m36.96s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
transcript_chat-30ea055c-cc8d-49c6-afe4-2e2d4b1d4dfc.txt,ERROR,0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kkg9dkdkeqgb9da6amkmc7he` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99992, Requested 599. Please try again in 8m30.624s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
transcript_chat-3127cebb-fa6f-42ee-a235-1112fb1de88e.txt,ERROR,0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kkg9dkdkeqgb9da6amkmc7he` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99991, Requested 640. Please try again in 9m5.183999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
transcript_chat-31452ca9-9aa3-4767-8fd9-05df8b601237.txt,ERROR,0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kkg9dkdkeqgb9da6amkmc7he` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99991, Requested 666. Please try again in 9m27.648s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
